RiskPerformance,ExternalRiskEstimate,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever/DerogPubRec,NumTrades90Ever/DerogPubRec,PercentTradesNeverDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,PercentTradesWBalance
Good,77.0,23.0,43.0,8.0,0.0,0.0,100.0,18.0,0.0,13.0,0.0,0.0,45.0,5.0,86.0
Good,72.0,37.0,119.0,9.0,1.0,0.0,90.0,18.0,0.0,20.0,0.0,0.0,24.0,5.0,100.0
Bad,81.0,2.0,79.0,18.0,0.0,0.0,100.0,0.0,2.0,42.0,2.0,2.0,21.0,4.0,78.0
Bad,76.0,1.0,73.0,6.0,0.0,0.0,100.0,11.0,1.0,38.0,3.0,3.0,98.0,3.0,83.0
Bad,56.0,6.0,108.0,16.0,0.0,0.0,69.0,17.0,1.0,13.0,1.0,1.0,93.0,4.0,83.0
Bad,67.0,13.0,106.0,12.0,0.0,0.0,62.0,33.0,0.0,38.0,0.0,0.0,92.0,2.0,80.0
Good,79.0,4.0,76.0,19.0,0.0,0.0,100.0,29.0,1.0,20.0,2.0,2.0,46.0,2.0,44.0
Good,66.0,19.0,115.0,16.0,1.0,1.0,76.0,17.0,0.0,35.0,1.0,1.0,21.0,4.0,73.0
Bad,75.0,1.0,69.0,16.0,0.0,0.0,100.0,20.0,6.0,25.0,2.0,2.0,43.0,3.0,63.0
Good,68.0,2.0,17.0,8.0,0.0,0.0,90.0,10.0,3.0,20.0,0.0,0.0,52.0,4.0,71.0
Good,75.0,19.0,97.0,21.0,0.0,0.0,100.0,21.0,0.0,33.0,0.0,0.0,57.0,2.0,36.0
Bad,77.0,1.0,67.0,23.0,0.0,0.0,100.0,33.0,4.0,17.0,4.0,4.0,22.0,5.0,55.0
Bad,64.0,2.0,63.0,46.0,0.0,0.0,98.0,23.0,6.0,44.0,2.0,2.0,77.0,8.0,81.0
Good,78.0,6.0,37.0,18.0,0.0,0.0,100.0,2.0,3.0,44.0,0.0,0.0,17.0,2.0,44.0
Good,77.0,3.0,66.0,20.0,0.0,0.0,95.0,25.0,2.0,35.0,0.0,0.0,22.0,4.0,70.0
Bad,64.0,1.0,71.0,22.0,2.0,2.0,96.0,21.0,2.0,33.0,3.0,3.0,91.0,2.0,100.0
Good,83.0,6.0,55.0,6.0,0.0,0.0,100.0,0.0,3.0,67.0,1.0,1.0,15.0,2.0,100.0
Bad,59.0,19.0,65.0,16.0,1.0,1.0,71.0,17.0,0.0,82.0,1.0,0.0,90.0,1.0,100.0
Bad,55.0,4.0,43.0,9.0,1.0,0.0,82.0,12.0,2.0,27.0,1.0,1.0,22.0,3.0,57.0
Bad,59.0,8.0,77.0,48.0,0.0,0.0,90.0,29.0,2.0,22.0,5.0,3.0,42.0,14.0,70.0
Bad,65.0,17.0,52.0,18.0,1.0,0.0,95.0,14.0,0.0,42.0,1.0,1.0,30.0,6.0,77.0
Bad,88.0,17.0,107.0,9.0,0.0,0.0,100.0,16.0,0.0,33.0,0.0,0.0,0.0,1.0,57.0
Bad,58.0,2.0,75.0,16.0,2.0,2.0,67.0,15.0,3.0,62.0,2.0,2.0,0.0,1.0,55.0
Bad,72.0,8.0,79.0,26.0,1.0,1.0,100.0,19.0,1.0,35.0,1.0,1.0,26.0,4.0,50.0
Bad,57.0,7.0,58.0,15.0,1.0,1.0,88.0,0.0,1.0,19.0,2.0,2.0,69.0,10.0,92.0
Bad,77.0,5.0,108.0,13.0,1.0,0.0,93.0,9.0,1.0,50.0,1.0,1.0,63.0,1.0,80.0
Bad,67.0,2.0,78.0,26.0,0.0,0.0,100.0,27.0,4.0,26.0,1.0,1.0,50.0,8.0,61.0
Bad,60.0,13.0,95.0,8.0,2.0,2.0,73.0,19.0,0.0,27.0,0.0,0.0,8.0,3.0,75.0
Bad,78.0,1.0,52.0,6.0,0.0,0.0,100.0,1.0,1.0,43.0,1.0,1.0,42.0,2.0,80.0
Good,75.0,27.0,117.0,20.0,1.0,1.0,95.0,6.0,0.0,29.0,1.0,1.0,14.0,6.0,54.0
Good,79.0,12.0,87.0,12.0,0.0,0.0,92.0,14.0,0.0,17.0,0.0,0.0,1.0,3.0,67.0
Good,75.0,1.0,83.0,25.0,0.0,0.0,100.0,13.0,4.0,32.0,1.0,1.0,28.0,3.0,62.0
Bad,88.0,14.0,63.0,5.0,0.0,0.0,100.0,6.0,0.0,40.0,0.0,0.0,4.0,1.0,75.0
Bad,70.0,17.0,77.0,27.0,0.0,0.0,81.0,17.0,0.0,30.0,0.0,0.0,25.0,3.0,36.0
Bad,59.0,12.0,113.0,18.0,0.0,0.0,56.0,43.0,0.0,17.0,0.0,0.0,58.0,7.0,75.0
Good,74.0,9.0,66.0,16.0,0.0,0.0,100.0,37.0,1.0,25.0,2.0,2.0,52.0,6.0,73.0
Bad,59.0,7.0,32.0,7.0,1.0,1.0,86.0,24.0,2.0,57.0,1.0,1.0,42.0,1.0,100.0
Good,64.0,0.0,21.0,13.0,0.0,0.0,100.0,29.0,5.0,43.0,0.0,0.0,58.0,4.0,75.0
Bad,85.0,18.0,62.0,12.0,0.0,0.0,100.0,12.0,0.0,8.0,0.0,0.0,13.0,8.0,90.0
Bad,64.0,16.0,196.0,34.0,2.0,1.0,81.0,36.0,0.0,17.0,0.0,0.0,88.0,16.0,95.0
Bad,59.0,4.0,68.0,19.0,2.0,0.0,78.0,23.0,2.0,43.0,0.0,0.0,88.0,5.0,88.0
Good,67.0,3.0,119.0,27.0,0.0,0.0,93.0,3.0,3.0,22.0,1.0,1.0,53.0,7.0,60.0
Bad,67.0,2.0,57.0,18.0,0.0,0.0,100.0,8.0,2.0,10.0,5.0,5.0,74.0,5.0,71.0
Bad,70.0,17.0,42.0,8.0,0.0,0.0,100.0,8.0,0.0,38.0,0.0,0.0,95.0,3.0,67.0
Good,73.0,2.0,149.0,18.0,1.0,1.0,90.0,18.0,4.0,19.0,2.0,2.0,39.0,3.0,42.0
Bad,87.0,19.0,70.0,15.0,0.0,0.0,100.0,16.0,0.0,27.0,2.0,2.0,2.0,2.0,44.0
Good,85.0,1.0,87.0,20.0,0.0,0.0,100.0,18.0,3.0,19.0,3.0,3.0,8.0,3.0,50.0
Bad,66.0,5.0,58.0,27.0,1.0,1.0,93.0,5.0,3.0,30.0,2.0,2.0,24.0,5.0,60.0
Bad,63.0,2.0,59.0,20.0,4.0,2.0,78.0,46.0,3.0,15.0,1.0,1.0,19.0,4.0,38.0
Bad,68.0,3.0,80.0,32.0,0.0,0.0,97.0,0.0,4.0,16.0,2.0,2.0,32.0,11.0,87.0
Bad,59.0,5.0,73.0,20.0,3.0,1.0,73.0,2.0,2.0,45.0,5.0,5.0,33.0,4.0,75.0
Bad,64.0,10.0,43.0,14.0,0.0,0.0,93.0,0.0,2.0,53.0,2.0,2.0,81.0,4.0,86.0
Bad,80.0,37.0,80.0,10.0,0.0,0.0,100.0,29.0,0.0,40.0,0.0,0.0,45.0,2.0,100.0
Bad,60.0,14.0,54.0,16.0,3.0,3.0,68.0,23.0,0.0,47.0,1.0,1.0,23.0,3.0,50.0
Good,71.0,8.0,79.0,35.0,1.0,1.0,86.0,7.0,2.0,14.0,0.0,0.0,10.0,3.0,33.0
Good,80.0,15.0,82.0,18.0,0.0,0.0,100.0,40.0,0.0,47.0,0.0,0.0,32.0,3.0,88.0
Good,62.0,2.0,54.0,28.0,0.0,0.0,86.0,31.0,4.0,24.0,0.0,0.0,73.0,7.0,83.0
Bad,65.0,1.0,62.0,44.0,0.0,0.0,100.0,3.0,3.0,20.0,1.0,1.0,45.0,13.0,61.0
Bad,68.0,4.0,91.0,22.0,0.0,0.0,95.0,0.0,1.0,45.0,1.0,1.0,40.0,4.0,78.0
Bad,62.0,5.0,24.0,8.0,1.0,1.0,89.0,9.0,3.0,33.0,2.0,2.0,92.0,4.0,67.0
Bad,80.0,3.0,61.0,27.0,0.0,0.0,100.0,25.0,4.0,33.0,0.0,0.0,10.0,3.0,45.0
Good,69.0,7.0,98.0,21.0,0.0,0.0,100.0,37.0,1.0,33.0,0.0,0.0,84.0,7.0,91.0
Bad,70.0,2.0,54.0,33.0,0.0,0.0,100.0,0.0,5.0,34.0,1.0,1.0,38.0,2.0,64.0
Bad,69.0,44.0,118.0,30.0,1.0,0.0,94.0,23.0,0.0,25.0,0.0,0.0,10.0,9.0,75.0
Bad,58.0,32.0,95.0,8.0,8.0,8.0,67.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Bad,72.0,20.0,98.0,4.0,1.0,0.0,80.0,15.0,0.0,0.0,1.0,1.0,74.0,1.0,100.0
Bad,57.0,2.0,37.0,30.0,0.0,0.0,94.0,37.0,3.0,48.0,7.0,7.0,39.0,10.0,78.0
Bad,63.0,7.0,123.0,4.0,13.0,9.0,44.0,9.0,1.0,44.0,0.0,0.0,1.0,1.0,60.0
Good,80.0,9.0,26.0,7.0,0.0,0.0,100.0,13.0,3.0,29.0,0.0,0.0,0.0,0.0,25.0
Good,76.0,1.0,84.0,39.0,0.0,0.0,100.0,9.0,8.0,20.0,5.0,5.0,10.0,8.0,44.0
Bad,54.0,2.0,60.0,30.0,0.0,0.0,85.0,16.0,4.0,32.0,3.0,3.0,26.0,5.0,50.0
Bad,69.0,9.0,49.0,13.0,0.0,0.0,77.0,0.0,1.0,31.0,0.0,0.0,18.0,4.0,75.0
Good,78.0,8.0,49.0,17.0,0.0,0.0,100.0,13.0,1.0,76.0,0.0,0.0,19.0,1.0,80.0
Bad,60.0,0.0,62.0,30.0,1.0,1.0,94.0,0.0,4.0,22.0,2.0,2.0,67.0,12.0,76.0
Bad,70.0,13.0,21.0,9.0,0.0,0.0,100.0,14.0,0.0,11.0,2.0,2.0,20.0,3.0,50.0
Bad,57.0,10.0,136.0,9.0,3.0,3.0,82.0,11.0,1.0,18.0,1.0,1.0,34.0,1.0,50.0
Bad,75.0,5.0,85.0,20.0,0.0,0.0,100.0,6.0,1.0,35.0,0.0,0.0,89.0,5.0,78.0
Bad,68.0,4.0,22.0,7.0,0.0,0.0,100.0,18.0,1.0,43.0,1.0,1.0,54.0,4.0,100.0
Bad,59.0,6.0,48.0,11.0,1.0,1.0,60.0,26.0,2.0,40.0,0.0,0.0,49.0,4.0,70.0
Bad,66.0,10.0,77.0,27.0,0.0,0.0,96.0,44.0,1.0,44.0,0.0,0.0,72.0,7.0,100.0
Bad,79.0,9.0,44.0,26.0,0.0,0.0,96.0,26.0,1.0,12.0,0.0,0.0,5.0,5.0,33.0
Bad,66.0,4.0,9.0,2.0,0.0,0.0,100.0,15.0,1.0,50.0,2.0,2.0,97.0,1.0,100.0
Bad,73.0,5.0,89.0,61.0,0.0,0.0,100.0,37.0,3.0,18.0,2.0,2.0,59.0,9.0,53.0
Good,62.0,18.0,88.0,26.0,0.0,0.0,88.0,45.0,0.0,23.0,3.0,3.0,49.0,10.0,75.0
Bad,84.0,2.0,120.0,20.0,0.0,0.0,100.0,23.0,2.0,29.0,8.0,8.0,7.0,2.0,50.0
Bad,63.0,1.0,63.0,65.0,0.0,0.0,100.0,3.0,3.0,75.0,0.0,0.0,59.0,10.0,86.0
Bad,72.0,3.0,46.0,10.0,1.0,0.0,91.0,1.0,2.0,36.0,2.0,2.0,68.0,1.0,50.0
Bad,56.0,4.0,52.0,32.0,0.0,0.0,94.0,11.0,1.0,22.0,4.0,4.0,69.0,6.0,55.0
Good,68.0,2.0,75.0,36.0,3.0,3.0,92.0,50.0,3.0,41.0,0.0,0.0,3.0,4.0,58.0
Bad,73.0,5.0,74.0,24.0,0.0,0.0,92.0,29.0,2.0,46.0,0.0,0.0,44.0,4.0,54.0
Bad,63.0,7.0,22.0,20.0,0.0,0.0,100.0,16.0,4.0,10.0,1.0,1.0,47.0,8.0,79.0
Good,56.0,11.0,71.0,28.0,0.0,0.0,87.0,22.0,1.0,50.0,2.0,2.0,84.0,5.0,100.0
Good,76.0,3.0,90.0,40.0,2.0,1.0,91.0,35.0,9.0,23.0,0.0,0.0,28.0,8.0,50.0
Good,88.0,1.0,112.0,23.0,0.0,0.0,100.0,0.0,2.0,33.0,1.0,1.0,1.0,1.0,30.0
Bad,61.0,9.0,86.0,25.0,0.0,0.0,96.0,30.0,1.0,44.0,2.0,2.0,65.0,5.0,100.0
Good,81.0,2.0,64.0,24.0,0.0,0.0,96.0,3.0,5.0,41.0,8.0,8.0,8.0,3.0,42.0
Bad,63.0,2.0,40.0,6.0,1.0,1.0,100.0,18.0,3.0,43.0,1.0,1.0,68.0,2.0,83.0
Bad,74.0,4.0,89.0,26.0,2.0,1.0,82.0,33.0,2.0,4.0,0.0,0.0,7.0,6.0,50.0
Good,73.0,8.0,68.0,17.0,1.0,0.0,89.0,9.0,2.0,28.0,0.0,0.0,0.0,1.0,83.0
Good,86.0,29.0,116.0,21.0,0.0,0.0,100.0,19.0,0.0,14.0,0.0,0.0,20.0,4.0,71.0
Good,86.0,12.0,81.0,12.0,0.0,0.0,100.0,18.0,0.0,17.0,0.0,0.0,2.0,4.0,83.0
Bad,59.0,4.0,55.0,52.0,0.0,0.0,98.0,22.0,3.0,33.0,2.0,2.0,15.0,9.0,60.0
Bad,56.0,3.0,30.0,19.0,0.0,0.0,95.0,2.0,1.0,26.0,2.0,2.0,58.0,4.0,78.0
Bad,70.0,1.0,11.0,8.0,0.0,0.0,100.0,8.0,4.0,30.0,4.0,4.0,28.0,2.0,43.0
Bad,58.0,2.0,59.0,10.0,1.0,1.0,67.0,26.0,1.0,17.0,3.0,3.0,60.0,4.0,63.0
Bad,65.0,7.0,19.0,27.0,0.0,0.0,100.0,0.0,5.0,0.0,3.0,3.0,41.0,4.0,36.0
Bad,55.0,3.0,14.0,10.0,0.0,0.0,90.0,20.0,2.0,20.0,2.0,2.0,70.0,4.0,75.0
Bad,62.0,6.0,127.0,18.0,1.0,1.0,95.0,0.0,2.0,26.0,2.0,2.0,3.0,4.0,50.0
Bad,57.0,25.0,68.0,13.0,1.0,1.0,73.0,26.0,0.0,53.0,0.0,0.0,0.0,2.0,67.0
Bad,73.0,16.0,28.0,2.0,1.0,0.0,67.0,12.0,0.0,67.0,0.0,0.0,2.0,1.0,100.0
Good,57.0,4.0,71.0,26.0,1.0,0.0,86.0,23.0,4.0,32.0,1.0,1.0,62.0,5.0,67.0
Bad,56.0,2.0,55.0,31.0,0.0,0.0,82.0,33.0,5.0,58.0,9.0,9.0,0.0,1.0,78.0
Bad,77.0,18.0,101.0,41.0,0.0,0.0,98.0,40.0,0.0,18.0,0.0,0.0,49.0,13.0,64.0
Bad,83.0,36.0,127.0,9.0,0.0,0.0,100.0,12.0,0.0,22.0,5.0,5.0,0.0,1.0,50.0
Good,87.0,4.0,151.0,22.0,0.0,0.0,100.0,25.0,3.0,27.0,2.0,2.0,1.0,3.0,55.0
Good,86.0,7.0,64.0,42.0,0.0,0.0,100.0,66.0,1.0,19.0,0.0,0.0,1.0,2.0,17.0
Good,75.0,4.0,68.0,42.0,0.0,0.0,100.0,22.0,3.0,14.0,1.0,1.0,11.0,10.0,48.0
Good,65.0,5.0,47.0,24.0,1.0,1.0,84.0,36.0,1.0,28.0,2.0,2.0,51.0,7.0,69.0
Bad,66.0,5.0,72.0,32.0,0.0,0.0,97.0,9.0,3.0,59.0,1.0,0.0,78.0,6.0,91.0
Good,82.0,21.0,99.0,28.0,0.0,0.0,100.0,32.0,0.0,32.0,0.0,0.0,20.0,5.0,67.0
Bad,73.0,12.0,14.0,3.0,0.0,0.0,100.0,8.0,0.0,0.0,1.0,1.0,54.0,2.0,67.0
Bad,80.0,2.0,36.0,6.0,0.0,0.0,100.0,13.0,4.0,14.0,5.0,5.0,4.0,3.0,67.0
Good,60.0,3.0,40.0,24.0,0.0,0.0,83.0,37.0,3.0,33.0,2.0,2.0,50.0,4.0,54.0
Good,87.0,13.0,95.0,19.0,0.0,0.0,100.0,25.0,0.0,26.0,1.0,1.0,12.0,3.0,60.0
Bad,54.0,9.0,57.0,20.0,1.0,1.0,88.0,0.0,2.0,67.0,0.0,0.0,68.0,2.0,90.0
Bad,48.0,9.0,101.0,50.0,1.0,1.0,83.0,8.0,3.0,48.0,2.0,2.0,74.0,17.0,89.0
Good,65.0,2.0,37.0,14.0,1.0,1.0,100.0,25.0,2.0,40.0,5.0,5.0,38.0,4.0,73.0
Bad,61.0,1.0,25.0,9.0,1.0,1.0,100.0,14.0,4.0,64.0,3.0,3.0,65.0,2.0,90.0
Good,74.0,9.0,108.0,15.0,0.0,0.0,94.0,28.0,1.0,63.0,0.0,0.0,48.0,2.0,75.0
Good,68.0,1.0,66.0,21.0,0.0,0.0,96.0,44.0,6.0,74.0,0.0,0.0,38.0,3.0,75.0
Bad,61.0,5.0,102.0,34.0,3.0,1.0,87.0,43.0,1.0,24.0,1.0,1.0,58.0,18.0,81.0
Good,80.0,18.0,128.0,24.0,0.0,0.0,100.0,36.0,0.0,13.0,1.0,1.0,17.0,5.0,69.0
Bad,58.0,13.0,150.0,14.0,1.0,0.0,71.0,13.0,0.0,12.0,0.0,0.0,47.0,8.0,82.0
Bad,61.0,5.0,92.0,38.0,0.0,0.0,95.0,79.0,2.0,21.0,6.0,6.0,26.0,5.0,33.0
Good,88.0,3.0,89.0,20.0,0.0,0.0,100.0,11.0,1.0,20.0,1.0,1.0,5.0,3.0,43.0
Good,89.0,48.0,69.0,7.0,0.0,0.0,100.0,4.0,0.0,14.0,0.0,0.0,4.0,2.0,100.0
Good,82.0,2.0,92.0,56.0,0.0,0.0,100.0,66.0,9.0,49.0,1.0,1.0,8.0,2.0,62.0
Good,74.0,9.0,47.0,29.0,1.0,1.0,97.0,0.0,1.0,26.0,2.0,2.0,14.0,5.0,39.0
Good,77.0,22.0,70.0,13.0,0.0,0.0,92.0,14.0,0.0,54.0,0.0,0.0,0.0,1.0,75.0
Bad,68.0,3.0,98.0,24.0,0.0,0.0,100.0,42.0,1.0,21.0,2.0,2.0,88.0,5.0,88.0
Bad,70.0,26.0,94.0,17.0,2.0,1.0,89.0,12.0,0.0,16.0,1.0,1.0,58.0,8.0,82.0
Bad,78.0,36.0,96.0,11.0,0.0,0.0,100.0,13.0,0.0,15.0,1.0,1.0,50.0,4.0,71.0
Good,83.0,2.0,106.0,22.0,2.0,1.0,92.0,47.0,3.0,16.0,1.0,1.0,0.0,2.0,44.0
Bad,60.0,2.0,57.0,43.0,1.0,0.0,96.0,47.0,11.0,44.0,8.0,8.0,35.0,7.0,47.0
Bad,68.0,13.0,109.0,17.0,1.0,1.0,78.0,3.0,0.0,33.0,0.0,0.0,20.0,6.0,78.0
Bad,74.0,8.0,88.0,37.0,0.0,0.0,97.0,4.0,1.0,42.0,2.0,2.0,37.0,3.0,78.0
Good,66.0,2.0,91.0,44.0,1.0,0.0,93.0,31.0,5.0,17.0,0.0,0.0,54.0,12.0,63.0
Good,78.0,1.0,57.0,29.0,0.0,0.0,100.0,24.0,3.0,30.0,1.0,1.0,0.0,0.0,20.0
Bad,60.0,7.0,35.0,17.0,0.0,0.0,88.0,2.0,2.0,18.0,1.0,1.0,63.0,3.0,45.0
Bad,62.0,20.0,69.0,11.0,5.0,4.0,69.0,21.0,0.0,44.0,0.0,0.0,40.0,5.0,100.0
Good,77.0,11.0,103.0,21.0,0.0,0.0,100.0,21.0,2.0,45.0,1.0,1.0,20.0,2.0,56.0
Bad,64.0,10.0,64.0,25.0,0.0,0.0,85.0,2.0,2.0,37.0,2.0,2.0,41.0,8.0,67.0
Bad,63.0,23.0,50.0,5.0,1.0,1.0,67.0,0.0,0.0,33.0,1.0,0.0,6.0,2.0,100.0
Good,70.0,2.0,113.0,39.0,0.0,0.0,93.0,21.0,3.0,23.0,1.0,1.0,45.0,6.0,60.0
Bad,55.0,4.0,81.0,21.0,3.0,0.0,84.0,25.0,4.0,4.0,0.0,0.0,21.0,7.0,42.0
Good,69.0,18.0,53.0,36.0,0.0,0.0,100.0,41.0,0.0,33.0,1.0,1.0,72.0,8.0,87.0
Good,79.0,1.0,100.0,15.0,0.0,0.0,100.0,0.0,1.0,13.0,3.0,3.0,43.0,7.0,80.0
Good,91.0,17.0,113.0,13.0,0.0,0.0,100.0,12.0,0.0,15.0,1.0,1.0,2.0,4.0,44.0
Bad,67.0,15.0,82.0,23.0,0.0,0.0,100.0,2.0,0.0,17.0,1.0,1.0,66.0,4.0,50.0
Good,82.0,10.0,73.0,26.0,0.0,0.0,100.0,9.0,1.0,50.0,0.0,0.0,28.0,2.0,63.0
Bad,72.0,39.0,121.0,15.0,0.0,0.0,82.0,15.0,0.0,41.0,0.0,0.0,43.0,3.0,83.0
Bad,59.0,12.0,61.0,18.0,1.0,1.0,84.0,9.0,0.0,26.0,0.0,0.0,85.0,7.0,82.0
Bad,66.0,3.0,91.0,30.0,0.0,0.0,100.0,58.0,3.0,21.0,1.0,1.0,90.0,10.0,86.0
Bad,62.0,10.0,45.0,22.0,0.0,0.0,87.0,43.0,2.0,35.0,0.0,0.0,43.0,4.0,50.0
Bad,68.0,13.0,48.0,15.0,0.0,0.0,80.0,15.0,0.0,33.0,0.0,0.0,2.0,3.0,78.0
Bad,69.0,1.0,52.0,15.0,0.0,0.0,100.0,35.0,6.0,25.0,0.0,0.0,71.0,7.0,91.0
Good,86.0,20.0,65.0,11.0,0.0,0.0,100.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,25.0
Good,85.0,3.0,66.0,20.0,0.0,0.0,100.0,26.0,2.0,40.0,2.0,2.0,9.0,1.0,50.0
Good,73.0,5.0,114.0,14.0,1.0,1.0,93.0,5.0,1.0,29.0,0.0,0.0,1.0,1.0,33.0
Good,75.0,19.0,119.0,58.0,0.0,0.0,100.0,50.0,0.0,39.0,4.0,4.0,73.0,10.0,70.0
Good,66.0,4.0,86.0,34.0,2.0,1.0,89.0,33.0,2.0,14.0,1.0,1.0,16.0,11.0,67.0
Good,76.0,5.0,151.0,26.0,0.0,0.0,96.0,24.0,3.0,38.0,1.0,1.0,23.0,6.0,75.0
Bad,57.0,10.0,19.0,7.0,0.0,0.0,100.0,25.0,2.0,43.0,0.0,0.0,97.0,4.0,100.0
Good,79.0,7.0,99.0,26.0,0.0,0.0,100.0,10.0,2.0,23.0,1.0,1.0,28.0,4.0,58.0
Bad,59.0,9.0,44.0,21.0,0.0,0.0,95.0,0.0,3.0,19.0,1.0,1.0,51.0,10.0,78.0
Good,86.0,7.0,145.0,12.0,0.0,0.0,100.0,0.0,2.0,25.0,0.0,0.0,11.0,4.0,67.0
Bad,65.0,5.0,89.0,52.0,1.0,0.0,93.0,66.0,2.0,25.0,1.0,0.0,46.0,12.0,75.0
Bad,66.0,7.0,112.0,28.0,1.0,1.0,84.0,63.0,2.0,39.0,0.0,0.0,72.0,7.0,73.0
Bad,64.0,2.0,59.0,29.0,0.0,0.0,94.0,33.0,7.0,28.0,3.0,3.0,36.0,13.0,94.0
Good,80.0,10.0,93.0,36.0,0.0,0.0,97.0,6.0,1.0,23.0,0.0,0.0,18.0,3.0,46.0
Bad,67.0,2.0,18.0,4.0,1.0,1.0,100.0,7.0,3.0,40.0,1.0,0.0,41.0,2.0,75.0
Bad,62.0,8.0,92.0,30.0,0.0,0.0,85.0,28.0,3.0,62.0,0.0,0.0,53.0,4.0,87.0
Bad,65.0,4.0,82.0,48.0,0.0,0.0,100.0,19.0,2.0,10.0,8.0,8.0,58.0,10.0,57.0
Bad,73.0,3.0,63.0,29.0,0.0,0.0,93.0,27.0,3.0,47.0,2.0,2.0,31.0,2.0,46.0
Bad,74.0,2.0,104.0,34.0,0.0,0.0,100.0,20.0,3.0,50.0,0.0,0.0,69.0,3.0,88.0
Good,86.0,2.0,77.0,24.0,0.0,0.0,96.0,26.0,1.0,46.0,2.0,2.0,3.0,2.0,33.0
Bad,70.0,4.0,131.0,34.0,0.0,0.0,97.0,23.0,1.0,24.0,0.0,0.0,78.0,14.0,84.0
Bad,74.0,6.0,79.0,57.0,0.0,0.0,100.0,31.0,4.0,39.0,0.0,0.0,61.0,5.0,82.0
Bad,77.0,13.0,80.0,18.0,0.0,0.0,100.0,27.0,0.0,28.0,2.0,2.0,36.0,8.0,91.0
Good,91.0,28.0,170.0,6.0,0.0,0.0,100.0,0.0,0.0,57.0,0.0,0.0,2.0,1.0,75.0
Good,86.0,0.0,70.0,16.0,0.0,0.0,100.0,0.0,3.0,29.0,0.0,0.0,8.0,3.0,50.0
Bad,85.0,64.0,118.0,17.0,0.0,0.0,100.0,1.0,0.0,41.0,1.0,1.0,29.0,1.0,50.0
Good,75.0,6.0,91.0,14.0,1.0,1.0,93.0,4.0,1.0,33.0,0.0,0.0,26.0,4.0,67.0
Good,72.0,24.0,106.0,23.0,1.0,0.0,92.0,15.0,0.0,42.0,7.0,7.0,45.0,2.0,60.0
Good,82.0,2.0,79.0,25.0,0.0,0.0,100.0,33.0,3.0,31.0,1.0,1.0,2.0,4.0,50.0
Good,64.0,1.0,102.0,44.0,0.0,0.0,98.0,50.0,1.0,28.0,2.0,2.0,59.0,10.0,62.0
Bad,64.0,13.0,88.0,9.0,3.0,0.0,57.0,21.0,0.0,50.0,0.0,0.0,0.0,1.0,83.0
Bad,60.0,5.0,88.0,19.0,0.0,0.0,89.0,19.0,1.0,47.0,2.0,2.0,95.0,2.0,67.0
Bad,57.0,1.0,119.0,41.0,2.0,2.0,91.0,19.0,3.0,18.0,2.0,2.0,12.0,6.0,38.0
Good,88.0,2.0,57.0,19.0,0.0,0.0,100.0,38.0,1.0,14.0,0.0,0.0,6.0,3.0,45.0
Bad,72.0,1.0,46.0,21.0,0.0,0.0,95.0,40.0,3.0,9.0,0.0,0.0,20.0,7.0,56.0
Good,73.0,2.0,93.0,54.0,2.0,2.0,97.0,57.0,8.0,19.0,4.0,4.0,7.0,8.0,56.0
Bad,61.0,2.0,48.0,14.0,2.0,1.0,68.0,34.0,4.0,42.0,2.0,2.0,76.0,5.0,88.0
Bad,82.0,4.0,57.0,50.0,0.0,0.0,100.0,28.0,3.0,20.0,0.0,0.0,19.0,6.0,59.0
Good,75.0,17.0,86.0,28.0,1.0,1.0,100.0,46.0,0.0,10.0,0.0,0.0,1.0,2.0,19.0
Good,79.0,10.0,83.0,19.0,1.0,1.0,95.0,0.0,1.0,48.0,0.0,0.0,4.0,2.0,83.0
Bad,62.0,13.0,81.0,22.0,1.0,1.0,74.0,18.0,0.0,22.0,1.0,1.0,30.0,4.0,50.0
Bad,69.0,5.0,115.0,8.0,1.0,1.0,90.0,26.0,1.0,80.0,0.0,0.0,77.0,1.0,100.0
Good,85.0,19.0,103.0,15.0,0.0,0.0,100.0,18.0,0.0,19.0,0.0,0.0,18.0,6.0,70.0
Bad,65.0,28.0,49.0,11.0,0.0,0.0,91.0,22.0,0.0,27.0,0.0,0.0,52.0,4.0,83.0
Bad,85.0,21.0,158.0,7.0,0.0,0.0,100.0,0.0,0.0,14.0,0.0,0.0,32.0,1.0,33.0
Good,90.0,8.0,85.0,8.0,0.0,0.0,100.0,8.0,1.0,25.0,0.0,0.0,2.0,2.0,67.0
Good,72.0,9.0,95.0,30.0,3.0,1.0,88.0,29.0,1.0,44.0,1.0,1.0,25.0,2.0,89.0
Good,89.0,3.0,74.0,15.0,0.0,0.0,100.0,24.0,2.0,47.0,2.0,2.0,4.0,2.0,60.0
Good,69.0,5.0,98.0,32.0,0.0,0.0,91.0,38.0,1.0,31.0,0.0,0.0,24.0,6.0,64.0
Bad,57.0,3.0,63.0,13.0,2.0,1.0,67.0,17.0,1.0,60.0,2.0,2.0,55.0,1.0,56.0
